order_id,order_date,ship_date,ship_mode,customer_name,segment,region,state,product_name,category,sub_category,sales,quantity,discount,profit,year,month,profit_margin,discount_category,,,,,,,,,,
CA-2017-118367,10/28/2017,11/2/2017,Second Class,Lori Olson,Corporate,West,Virginia,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,47.98,2.00,0.00,23.99,2017,Oct,50.00%,No Discount,,,,,,,,,,
CA-2016-144400,2/23/2016,2/27/2016,Standard Class,Alyssa Crouse,Corporate,West,Texas,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,57.58,3.00,0.20,21.59,2016,Feb,37.50%,Low Discount,,,,,,,,,,
CA-2016-126270,4/23/2016,4/27/2016,Standard Class,Art Ferguson,Consumer,West,Texas,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,71.97,3.00,0.00,35.99,2016,Apr,50.01%,No Discount,,,,,,,,,,
CA-2015-159534,3/20/2015,3/23/2015,First Class,Dave Hallsten,Corporate,West,Texas,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,23.99,1.00,0.00,12.00,2015,Mar,50.02%,No Discount,,,,,,,,,,
CA-2017-126956,8/21/2017,8/28/2017,Standard Class,Greg Tran,Consumer,West,Washington,Security-Tint Envelopes,Office Supplies,Envelopes,15.28,2.00,0.00,7.49,2017,Aug,49.02%,No Discount,,,,,,,,,,
CA-2015-142755,9/4/2015,9/8/2015,Standard Class,Christine Sundaresam,Consumer,West,Washington,Security-Tint Envelopes,Office Supplies,Envelopes,15.28,2.00,0.00,7.49,2015,Sep,49.02%,No Discount,,,,,,,,,,
US-2015-113327,5/26/2015,5/29/2015,Second Class,Ben Ferrer,Home Office,West,Texas,Security-Tint Envelopes,Office Supplies,Envelopes,12.22,2.00,0.20,4.43,2015,May,36.25%,Low Discount,,,,,,,,,,
CA-2016-127138,3/12/2016,3/15/2016,Second Class,Dean Katz,Corporate,West,Pennsylvania,Security-Tint Envelopes,Office Supplies,Envelopes,30.56,4.00,0.00,14.97,2016,Mar,48.99%,No Discount,,,,,,,,,,
CA-2015-133536,3/28/2015,3/30/2015,Second Class,John Huston,Consumer,South,Ohio,Security-Tint Envelopes,Office Supplies,Envelopes,22.92,3.00,0.00,11.23,2015,Mar,49.00%,No Discount,,,,,,,,,,
CA-2014-141299,6/3/2014,6/7/2014,Second Class,Ross Baird,Home Office,West,Pennsylvania,Security-Tint Envelopes,Office Supplies,Envelopes,15.28,2.00,0.00,7.49,2014,Jun,49.02%,No Discount,,,,,,,,,,
CA-2017-122112,9/25/2017,9/29/2017,Standard Class,Carol Adams,Corporate,West,Texas,Security-Tint Envelopes,Office Supplies,Envelopes,24.45,4.00,0.20,8.86,2017,Sep,36.24%,Low Discount,,,,,,,,,,
US-2017-118157,11/14/2017,11/17/2017,First Class,Arthur Wiediger,Home Office,West,Texas,Security-Tint Envelopes,Office Supplies,Envelopes,15.28,2.00,0.00,7.49,2017,Nov,49.02%,No Discount,,,,,,,,,,
CA-2015-117898,12/5/2015,12/11/2015,Standard Class,Tim Brockman,Consumer,West,Washington,Security-Tint Envelopes,Office Supplies,Envelopes,12.22,2.00,0.20,4.43,2015,Dec,36.25%,Low Discount,,,,,,,,,,
US-2017-133781,6/22/2017,6/23/2017,First Class,Dan Campbell,Consumer,South,Texas,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,37.61,3.00,0.20,12.69,2017,Jun,33.74%,Low Discount,,,,,,,,,,
CA-2014-153969,9/21/2014,9/25/2014,Standard Class,Herbert Flentye,Consumer,West,Tennessee,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,78.35,5.00,0.00,36.82,2014,Sep,46.99%,No Discount,,,,,,,,,,
US-2014-147704,11/16/2014,11/21/2014,Standard Class,Steven Roelle,Home Office,West,Washington,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,78.35,5.00,0.00,36.82,2014,Nov,46.99%,No Discount,,,,,,,,,,
CA-2015-106978,9/28/2015,10/4/2015,Standard Class,Zuschuss Carroll,Consumer,West,Washington,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,12.54,1.00,0.20,4.23,2015,Sep,33.73%,Low Discount,,,,,,,,,,
CA-2017-166184,3/24/2017,3/27/2017,First Class,Harold Ryan,Corporate,West,Washington,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,47.01,3.00,0.00,22.09,2017,Mar,46.99%,No Discount,,,,,,,,,,
CA-2016-159891,1/31/2016,2/6/2016,Standard Class,Ben Ferrer,Home Office,West,Texas,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,125.36,8.00,0.00,58.92,2016,Jan,47.00%,No Discount,,,,,,,,,,
CA-2016-146374,12/5/2016,12/10/2016,Second Class,Harold Engle,Corporate,East,Wisconsin,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,109.69,7.00,0.00,51.55,2016,Dec,47.00%,No Discount,,,,,,,,,,
CA-2014-123498,11/7/2014,11/9/2014,First Class,Tamara Chand,Corporate,West,Washington,Staple envelope,Office Supplies,Envelopes,74.35,3.00,0.20,26.95,2014,Nov,36.25%,Low Discount,,,,,,,,,,
CA-2014-127383,12/31/2014,1/5/2015,Standard Class,Candace McMahon,Corporate,West,Washington,Staple envelope,Office Supplies,Envelopes,49.57,2.00,0.20,17.97,2014,Dec,36.25%,Low Discount,,,,,,,,,,
CA-2016-135776,12/23/2016,12/30/2016,Standard Class,Edward Hooks,Corporate,West,Washington,Staple envelope,Office Supplies,Envelopes,61.96,2.00,0.00,30.36,2016,Dec,49.00%,No Discount,,,,,,,,,,
CA-2014-122070,4/22/2014,4/24/2014,Second Class,Aaron Hawkins,Corporate,West,Pennsylvania,Staple envelope,Office Supplies,Envelopes,247.84,8.00,0.00,121.44,2014,Apr,49.00%,No Discount,,,,,,,,,,
CA-2014-108189,10/2/2014,10/5/2014,First Class,Erin Smith,Corporate,West,Rhode Island,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,12.77,6.00,0.20,4.63,2014,Oct,36.26%,Low Discount,,,,,,,,,,
CA-2017-143567,11/2/2017,11/5/2017,Second Class,Thomas Boland,Corporate,South,Texas,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,5.32,2.00,0.00,2.61,2017,Nov,49.06%,No Discount,,,,,,,,,,
CA-2017-135937,2/20/2017,2/27/2017,Standard Class,Katherine Murray,Home Office,West,Virginia,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,10.64,5.00,0.20,3.86,2017,Feb,36.28%,Low Discount,,,,,,,,,,
CA-2017-126676,9/29/2017,10/1/2017,First Class,Fred Hopkins,Corporate,West,Washington,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,7.98,3.00,0.00,3.91,2017,Sep,49.00%,No Discount,,,,,,,,,,
CA-2017-133641,5/14/2017,5/21/2017,Standard Class,Eva Jacobs,Consumer,West,Washington,Fashion Color Clasp Envelopes,Office Supplies,Envelopes,48.69,9.00,0.00,23.86,2017,May,49.00%,No Discount,,,,,,,,,,
CA-2014-129091,11/22/2014,11/27/2014,Standard Class,Ruben Ausman,Corporate,West,New Mexico,Fashion Color Clasp Envelopes,Office Supplies,Envelopes,16.23,3.00,0.00,7.95,2014,Nov,48.98%,No Discount,,,,,,,,,,
CA-2014-104738,12/30/2014,1/1/2015,Second Class,Stefania Perrino,Corporate,West,Texas,Fashion Color Clasp Envelopes,Office Supplies,Envelopes,12.98,3.00,0.20,4.71,2014,Dec,36.29%,Low Discount,,,,,,,,,,
US-2016-108504,2/5/2016,2/5/2016,Same Day,Paul Prost,Home Office,West,Washington,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,9.45,5.00,0.00,0.19,2016,Feb,2.01%,No Discount,,,,,,,,,,
CA-2015-122210,11/30/2015,12/4/2015,Standard Class,William Brown,Consumer,West,Texas,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,10.58,7.00,0.20,-2.38,2015,Nov,-22.50%,Low Discount,,,,,,,,,,
CA-2017-119669,1/24/2017,1/30/2017,Standard Class,Theone Pippenger,Consumer,West,Texas,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,5.67,3.00,0.00,0.11,2017,Jan,1.94%,No Discount,,,,,,,,,,
CA-2016-159912,8/29/2016,9/3/2016,Standard Class,George Bell,Corporate,West,Texas,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,10.58,7.00,0.20,-2.38,2016,Aug,-22.50%,Low Discount,,,,,,,,,,
US-2014-127635,9/14/2014,9/18/2014,Second Class,Scott Cohen,Corporate,West,Washington,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,6.05,4.00,0.20,-1.36,2014,Sep,-22.48%,Low Discount,,,,,,,,,,
CA-2014-159849,9/19/2014,9/19/2014,Same Day,Jim Kriz,Home Office,West,Washington,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,5.67,3.00,0.00,0.11,2014,Sep,1.94%,No Discount,,,,,,,,,,
CA-2017-130631,12/29/2017,1/2/2018,Standard Class,Bruce Stewart,Consumer,West,Washington,Acco Glide Clips,Office Supplies,Fasteners,19.60,5.00,0.00,9.60,2017,Dec,48.98%,No Discount,,,,,,,,,,
CA-2017-135860,12/1/2017,12/7/2017,Standard Class,Joseph Holt,Consumer,West,Washington,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,52.29,9.00,0.00,16.21,2017,Dec,31.00%,No Discount,,,,,,,,,,
CA-2014-110849,4/18/2014,4/23/2014,Standard Class,John Lee,Consumer,West,Pennsylvania,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,11.62,2.00,0.00,3.60,2014,Apr,30.98%,No Discount,,,,,,,,,,
US-2016-133508,4/17/2016,4/21/2016,Standard Class,Sean Wendt,Home Office,East,Ohio,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,29.05,5.00,0.00,9.01,2016,Apr,31.02%,No Discount,,,,,,,,,,
US-2015-130491,2/8/2015,2/11/2015,First Class,Brosina Hoffman,Consumer,West,Tennessee,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,5.81,1.00,0.00,1.80,2015,Feb,30.98%,No Discount,,,,,,,,,,
CA-2016-116596,10/27/2016,10/31/2016,Standard Class,Ben Wallace,Consumer,West,Virginia,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,40.67,7.00,0.00,12.61,2016,Oct,31.01%,No Discount,,,,,,,,,,
CA-2014-120775,10/3/2014,10/7/2014,Standard Class,Russell D'Ascenzo,Consumer,West,Texas,Sterling Rubber Bands by Alliance,Office Supplies,Fasteners,15.07,4.00,0.20,-3.77,2014,Oct,-25.02%,Low Discount,,,,,,,,,,
US-2014-132745,10/1/2014,10/5/2014,Standard Class,Neil Franz�sisch,Home Office,West,Nevada,Sterling Rubber Bands by Alliance,Office Supplies,Fasteners,4.71,1.00,0.00,0.00,2014,Oct,0.00%,No Discount,,,,,,,,,,
CA-2016-105816,12/11/2016,12/17/2016,Standard Class,Janet Molinari,Corporate,West,Washington,Advantus Push Pins,Office Supplies,Fasteners,15.26,7.00,0.00,6.26,2016,Dec,41.02%,No Discount,,,,,,,,,,
US-2016-162859,2/15/2016,2/22/2016,Standard Class,Patrick Gardner,Consumer,West,Texas,Advantus Push Pins,Office Supplies,Fasteners,8.72,4.00,0.00,3.58,2016,Feb,41.06%,No Discount,,,,,,,,,,
CA-2016-168956,2/16/2016,2/20/2016,Standard Class,Erin Ashbrook,Corporate,West,Texas,Advantus Push Pins,Office Supplies,Fasteners,6.98,4.00,0.20,1.83,2016,Feb,26.22%,Low Discount,,,,,,,,,,
CA-2014-115980,7/15/2014,7/19/2014,Standard Class,Victoria Wilson,Corporate,West,Washington,Advantus Push Pins,Office Supplies,Fasteners,6.54,3.00,0.00,2.68,2014,Jul,40.98%,No Discount,,,,,,,,,,
CA-2016-151372,9/5/2016,9/6/2016,First Class,Joseph Holt,Consumer,West,Washington,Advantus Push Pins,Office Supplies,Fasteners,4.36,2.00,0.00,1.79,2016,Sep,41.06%,No Discount,,,,,,,,,,
CA-2015-138674,11/14/2015,11/17/2015,First Class,Ken Black,Corporate,West,Washington,Advantus Push Pins,Office Supplies,Fasteners,8.72,5.00,0.20,2.29,2015,Nov,26.26%,Low Discount,,,,,,,,,,
CA-2017-100111,9/20/2017,9/26/2017,Standard Class,Seth Vernon,Consumer,West,Texas,Advantus Push Pins,Office Supplies,Fasteners,4.36,2.00,0.00,1.79,2017,Sep,41.06%,No Discount,,,,,,,,,,
CA-2015-128167,6/22/2015,6/26/2015,Second Class,Ken Lonsdale,Consumer,West,Washington,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,4.96,4.00,0.00,2.33,2015,Jun,46.98%,No Discount,,,,,,,,,,
CA-2014-153913,12/16/2014,12/20/2014,Second Class,Ken Black,Corporate,West,Washington,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,1.98,2.00,0.20,0.67,2014,Dec,33.84%,Low Discount,,,,,,,,,,
CA-2015-102015,9/12/2015,9/18/2015,Standard Class,Tamara Manning,Consumer,West,Utah,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,1.24,1.00,0.00,0.58,2015,Sep,46.77%,No Discount,,,,,,,,,,
CA-2015-126466,11/9/2015,11/13/2015,Standard Class,Jesus Ocampo,Home Office,West,Washington,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,2.48,2.00,0.00,1.17,2015,Nov,47.18%,No Discount,,,,,,,,,,
CA-2017-121048,7/14/2017,7/18/2017,Standard Class,Toby Carlisle,Consumer,West,Texas,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,4.96,4.00,0.00,2.33,2017,Jul,46.98%,No Discount,,,,,,,,,,
CA-2015-169397,12/24/2015,12/27/2015,First Class,Joni Blumstein,Consumer,West,Texas,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,5.58,2.00,0.20,1.81,2015,Dec,32.44%,Low Discount,,,,,,,,,,
CA-2017-164826,12/28/2017,1/4/2018,Standard Class,Jennifer Ferguson,Consumer,West,Washington,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,13.96,4.00,0.00,6.42,2017,Dec,45.99%,No Discount,,,,,,,,,,
CA-2017-159884,8/31/2017,9/5/2017,Standard Class,Jeremy Farry,Consumer,West,Washington,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,8.38,3.00,0.20,2.72,2017,Aug,32.46%,Low Discount,,,,,,,,,,
CA-2016-121034,8/8/2016,8/10/2016,Second Class,Jill Fjeld,Consumer,West,Virginia,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,11.17,4.00,0.20,3.63,2016,Aug,32.50%,Low Discount,,,,,,,,,,
CA-2015-164882,10/31/2015,10/31/2015,Same Day,Sandra Glassco,Consumer,West,Washington,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,17.45,5.00,0.00,8.03,2015,Oct,46.02%,No Discount,,,,,,,,,,
CA-2014-121286,11/4/2014,11/8/2014,Second Class,Odella Nelson,Corporate,West,Texas,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,8.38,3.00,0.20,2.72,2014,Nov,32.46%,Low Discount,,,,,,,,,,
CA-2016-124590,11/12/2016,11/16/2016,Standard Class,Susan Pistek,Consumer,West,Ohio,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,16.75,6.00,0.20,5.44,2016,Nov,32.48%,Low Discount,,,,,,,,,,
CA-2016-128811,9/12/2016,9/16/2016,Standard Class,Sarah Foster,Consumer,West,Washington,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,10.47,3.00,0.00,4.82,2016,Sep,46.04%,No Discount,,,,,,,,,,
US-2017-132444,11/18/2017,11/21/2017,First Class,Christina DeMoss,Consumer,West,Washington,Binder Clips by OIC,Office Supplies,Fasteners,2.96,2.00,0.00,1.42,2017,Nov,47.97%,No Discount,,,,,,,,,,
CA-2014-100363,4/8/2014,4/15/2014,Standard Class,Jim Mitchum,Corporate,West,Ohio,Binder Clips by OIC,Office Supplies,Fasteners,2.37,2.00,0.20,0.83,2014,Apr,35.02%,Low Discount,,,,,,,,,,
CA-2017-134285,12/7/2017,12/12/2017,Standard Class,David Smith,Corporate,West,Texas,Binder Clips by OIC,Office Supplies,Fasteners,3.55,3.00,0.20,1.24,2017,Dec,34.93%,Low Discount,,,,,,,,,,
CA-2017-102267,11/30/2017,12/4/2017,Standard Class,Stuart Calhoun,Consumer,West,Texas,Binder Clips by OIC,Office Supplies,Fasteners,2.37,2.00,0.20,0.83,2017,Nov,35.02%,Low Discount,,,,,,,,,,
CA-2015-151785,3/5/2015,3/10/2015,Standard Class,Jennifer Jackson,Consumer,West,Wisconsin,Binder Clips by OIC,Office Supplies,Fasteners,7.10,6.00,0.20,2.49,2015,Mar,35.07%,Low Discount,,,,,,,,,,
CA-2014-146990,11/7/2014,11/8/2014,First Class,Bart Pistole,Corporate,West,Texas,Binder Clips by OIC,Office Supplies,Fasteners,5.92,4.00,0.00,2.84,2014,Nov,47.97%,No Discount,,,,,,,,,,
CA-2017-150469,1/26/2017,1/30/2017,Standard Class,Caroline Jumper,Consumer,West,Texas,Binder Clips by OIC,Office Supplies,Fasteners,11.84,8.00,0.00,5.68,2017,Jan,47.97%,No Discount,,,,,,,,,,
CA-2014-115259,8/25/2014,8/27/2014,Second Class,Ryan Crowe,Consumer,West,Texas,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,40.10,14.00,0.20,14.53,2014,Aug,36.23%,Low Discount,,,,,,,,,,
CA-2016-143308,11/4/2016,11/4/2016,Same Day,Roy Collins,Consumer,West,Virginia,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,10.74,3.00,0.00,5.26,2016,Nov,48.98%,No Discount,,,,,,,,,,
CA-2014-131541,7/28/2014,7/28/2014,Same Day,Chloris Kastensmidt,Consumer,West,Washington,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,14.32,5.00,0.20,5.19,2014,Jul,36.24%,Low Discount,,,,,,,,,,
CA-2016-129126,12/14/2016,12/19/2016,Standard Class,Pete Kriz,Consumer,West,Wisconsin,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,21.48,6.00,0.00,10.53,2016,Dec,49.02%,No Discount,,,,,,,,,,
CA-2016-102596,12/27/2016,12/30/2016,First Class,Ross DeVincentis,Home Office,West,Texas,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,17.18,6.00,0.20,6.23,2016,Dec,36.26%,Low Discount,,,,,,,,,,
CA-2017-150091,10/12/2017,10/16/2017,Standard Class,Nora Paige,Consumer,West,Washington,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,17.90,5.00,0.00,8.77,2017,Oct,48.99%,No Discount,,,,,,,,,,
CA-2017-130715,9/16/2017,9/20/2017,Standard Class,Craig Yedwab,Corporate,West,Texas,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,17.90,5.00,0.00,8.77,2017,Sep,48.99%,No Discount,,,,,,,,,,
CA-2014-156601,9/19/2014,9/24/2014,Standard Class,Frank Atkinson,Corporate,West,Texas,OIC Binder Clips,Office Supplies,Fasteners,7.16,2.00,0.00,3.58,2014,Sep,50.00%,No Discount,,,,,,,,,,
CA-2017-161984,4/10/2017,4/15/2017,Standard Class,Sanjit Jacobs,Home Office,West,Washington,OIC Binder Clips,Office Supplies,Fasteners,7.16,2.00,0.00,3.58,2017,Apr,50.00%,No Discount,,,,,,,,,,
CA-2016-111115,7/25/2016,7/27/2016,Second Class,Larry Blacks,Consumer,West,Texas,OIC Binder Clips,Office Supplies,Fasteners,21.48,6.00,0.00,10.74,2016,Jul,50.00%,No Discount,,,,,,,,,,
CA-2017-110926,11/19/2017,11/23/2017,Standard Class,Dorothy Dickinson,Consumer,West,Virginia,OIC Binder Clips,Office Supplies,Fasteners,25.06,7.00,0.00,12.53,2017,Nov,50.00%,No Discount,,,,,,,,,,
CA-2014-144414,6/17/2014,6/21/2014,Standard Class,Gary Hwang,Consumer,West,Washington,OIC Binder Clips,Office Supplies,Fasteners,17.90,5.00,0.00,8.95,2014,Jun,50.00%,No Discount,,,,,,,,,,
CA-2015-108259,11/8/2015,11/15/2015,Standard Class,Noel Staavos,Corporate,West,Texas,OIC Binder Clips,Office Supplies,Fasteners,31.50,11.00,0.20,11.81,2015,Nov,37.49%,Low Discount,,,,,,,,,,
CA-2016-144015,6/26/2016,6/26/2016,Same Day,Adam Hart,Corporate,West,Texas,OIC Binder Clips,Office Supplies,Fasteners,17.90,5.00,0.00,8.95,2016,Jun,50.00%,No Discount,,,,,,,,,,
CA-2015-112452,4/4/2015,4/4/2015,Same Day,Nat Carroll,Consumer,East,Texas,Staples,Office Supplies,Fasteners,5.84,2.00,0.00,2.63,2015,Apr,45.03%,No Discount,,,,,,,,,,
CA-2014-108189,10/2/2014,10/5/2014,First Class,Erin Smith,Corporate,West,Rhode Island,Staples,Office Supplies,Fasteners,4.67,2.00,0.20,1.46,2014,Oct,31.26%,Low Discount,,,,,,,,,,
CA-2016-145982,8/27/2016,9/1/2016,Second Class,Ted Butterfield,Consumer,East,Pennsylvania,Staples,Office Supplies,Fasteners,11.68,4.00,0.00,5.26,2016,Aug,45.03%,No Discount,,,,,,,,,,
CA-2016-143924,7/28/2016,8/3/2016,Standard Class,Steve Carroll,Home Office,West,Washington,Staples,Office Supplies,Fasteners,20.44,7.00,0.00,9.20,2016,Jul,45.01%,No Discount,,,,,,,,,,
CA-2017-144365,10/24/2017,10/30/2017,Standard Class,Carlos Soltero,Consumer,West,Washington,Staples,Office Supplies,Fasteners,11.68,4.00,0.00,5.26,2017,Oct,45.03%,No Discount,,,,,,,,,,
CA-2017-164042,5/23/2017,5/27/2017,Standard Class,Ken Lonsdale,Consumer,West,Washington,OIC Thumb-Tacks,Office Supplies,Fasteners,1.82,2.00,0.20,0.62,2017,May,34.07%,Low Discount,,,,,,,,,,
CA-2014-111899,5/4/2014,5/5/2014,First Class,Nat Carroll,Consumer,East,Texas,OIC Thumb-Tacks,Office Supplies,Fasteners,5.47,6.00,0.20,1.85,2014,May,33.82%,Low Discount,,,,,,,,,,
CA-2014-142769,9/13/2014,9/13/2014,Same Day,Resi P�lking,Consumer,West,Wisconsin,OIC Thumb-Tacks,Office Supplies,Fasteners,5.70,5.00,0.00,2.68,2014,Sep,47.02%,No Discount,,,,,,,,,,
CA-2016-159940,7/7/2016,7/11/2016,Second Class,Barry Franz�sisch,Corporate,West,Wisconsin,Acco Hot Clips Clips to Go,Office Supplies,Fasteners,2.63,1.00,0.20,0.82,2016,Jul,31.18%,Low Discount,,,,,,,,,,
CA-2017-117044,9/11/2017,9/13/2017,Second Class,Helen Andreada,Consumer,West,Texas,Acco Hot Clips Clips to Go,Office Supplies,Fasteners,10.53,4.00,0.20,3.29,2017,Sep,31.24%,Low Discount,,,,,,,,,,
CA-2016-169215,7/14/2016,7/18/2016,Second Class,Richard Eichhorn,Consumer,West,Wisconsin,Acco Hot Clips Clips to Go,Office Supplies,Fasteners,29.61,9.00,0.00,13.32,2016,Jul,44.98%,No Discount,,,,,,,,,,
US-2016-117037,5/17/2016,5/20/2016,First Class,Luke Weiss,Consumer,West,New York,Acco Hot Clips Clips to Go,Office Supplies,Fasteners,7.90,3.00,0.20,2.47,2016,May,31.27%,Low Discount,,,,,,,,,,
CA-2017-120168,5/25/2017,5/25/2017,Same Day,Trudy Brown,Consumer,West,Texas,Acco Hot Clips Clips to Go,Office Supplies,Fasteners,3.29,1.00,0.00,1.48,2017,May,44.98%,No Discount,,,,,,,,,,
CA-2014-126193,9/7/2014,9/14/2014,Standard Class,Shahid Shariari,Consumer,West,Pennsylvania,Acco Hot Clips Clips to Go,Office Supplies,Fasteners,13.16,5.00,0.20,4.11,2014,Sep,31.23%,Low Discount,,,,,,,,,,
CA-2015-131338,8/9/2015,8/12/2015,First Class,Naresj Patel,Consumer,West,Virginia,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,10.65,3.00,0.00,5.01,2015,Aug,47.04%,No Discount,,,,,,,,,,
CA-2014-162684,8/1/2014,8/6/2014,Standard Class,Ann Steele,Home Office,West,Washington,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,5.68,2.00,0.20,1.92,2014,Aug,33.80%,Low Discount,,,,,,,,,,
CA-2016-157868,12/23/2016,12/29/2016,Standard Class,Matt Collister,Corporate,West,Texas,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,24.85,7.00,0.00,11.68,2016,Dec,47.00%,No Discount,,,,,,,,,,
US-2016-143280,2/22/2016,2/26/2016,Standard Class,Tracy Zic,Consumer,West,Colorado,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,10.65,3.00,0.00,5.01,2016,Feb,47.04%,No Discount,,,,,,,,,,
CA-2017-127726,9/11/2017,9/13/2017,Second Class,Shahid Shariari,Consumer,West,Pennsylvania,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,14.20,4.00,0.00,6.67,2017,Sep,46.97%,No Discount,,,,,,,,,,
CA-2015-105221,11/1/2015,11/3/2015,First Class,Valerie Mitchum,Home Office,West,Washington,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,3.17,2.00,0.20,-0.71,2015,Nov,-22.40%,Low Discount,,,,,,,,,,
CA-2016-130029,7/3/2016,7/6/2016,First Class,Guy Thornton,Consumer,West,Texas,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,3.96,2.00,0.00,0.08,2016,Jul,2.02%,No Discount,,,,,,,,,,
CA-2017-106824,7/7/2017,7/11/2017,Standard Class,Annie Thurman,Consumer,West,Washington,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,5.94,3.00,0.00,0.12,2017,Jul,2.02%,No Discount,,,,,,,,,,
CA-2015-145065,12/12/2015,12/15/2015,First Class,Dennis Kane,Consumer,West,Washington,Staples,Office Supplies,Fasteners,7.86,2.00,0.00,3.62,2015,Dec,46.06%,No Discount,,,,,,,,,,
CA-2017-105445,2/20/2017,2/25/2017,Second Class,Bart Pistole,Corporate,West,Texas,Staples,Office Supplies,Fasteners,9.43,3.00,0.20,3.07,2017,Feb,32.56%,Low Discount,,,,,,,,,,
CA-2015-106215,4/16/2015,4/21/2015,Standard Class,Brad Norvell,Corporate,West,Pennsylvania,Staples,Office Supplies,Fasteners,12.58,4.00,0.20,4.09,2015,Apr,32.51%,Low Discount,,,,,,,,,,
US-2014-102715,4/11/2014,4/13/2014,Second Class,Jay Kimmel,Consumer,West,Pennsylvania,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,6.91,3.00,0.20,2.33,2014,Apr,33.72%,Low Discount,,,,,,,,,,
CA-2015-146948,7/16/2015,7/20/2015,Standard Class,Michael Granlund,Home Office,West,Oregon,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,11.52,4.00,0.00,5.41,2015,Jul,46.96%,No Discount,,,,,,,,,,
